V080001,V085120,V085120a,V085121,V085121a,V085122,V085122a,V085123,V085123a
2140, dont know i dont know who she is ,1, dont know ,5, dont know  ,5, dont know h ,5
2141, do not know who she iss// ,1, sorry//i do not know who he is// ,1, do not know him //i guess i do not pay much attention// ,1, i can't not guess//maybe a state representative ,1
2142, DONT KNOW /// ,5, VICE PRESIDENT ,5, DONT KNOW ,5, DONT KNOW  ,5
2143, senator// ,1, vice president ,5, representative ,1, prbably senator ,1
2144, speaker of the house ,5, vice president ,5, senator// ,1, senator ,5
2145, a republican// ,1, republican// ,1, democratic// ,1, republican// ,1
2146,,-2,,-2,,-2,,-2
2147, secretary of defense ,5, appointed to the //he was from the war// ,1, in the board//my mind just went blank// ,1, //also he was //iam unable to answer ,1
2148, //i dont know her// ,5, //forgot his position// ,1, //i dont know him// ,5, //i dont know him // ,5
2149, //i dont know her// ,1, //i dont know him// ,5, //i dont know him// ,5, // i dont know him// ,5
2150, //i dont know her// ,1, //i dont know him either// ,5, //i dont know him// ,5, //i dont him either// ,5
2151, // she is speaker of the house// ,5, //he is vice president// ,5, //i dont know him// ,1, // i dont know him// ,1
2152, //i dont know her// ,5, //i dont him// ,1, //i dont know him// ,5," // i dont know hi,m// ",5
2153, //SECRETARY OF STATE// ,5, //I DONT KNOW// ,5, // I DONT KNOW// ,5, // I DONT KNOW // ,5
2154, //i dont know // ,1, //i dont know him right now but i have heard him// ,1, //i dont know him// ,1, //i dont know// ,5
2155, //i dont know// ,5, //i dont know// ,5, //i dont know// ,5, // i dont know// ,5
2156, i dont know her ,1, //i dont know him// ,5, //i dont know him// ,1, //i dont know him// ,5
2157, //i dont know her// ,1, //i dont know him as to my mind it does not ring a bell// ,5, //i dont know him// ,5, //i dont know him// ,5
2158, //speaker of the senate// ,1, he is vice president// ,1, // i dont know him// ,1, //i dont know him// ,1
2159, //i dont know// ,5, //i dont know// ,1, //i dont know // ,1, // i dont know// ,5
2160, //i dont know who she is// ,1, //i dont know who he is// ,1, //i dont know who he is// ,1, //i dont know who he is// ,1
2161, //i dont know her// ,1, //i dont know him// ,5, //i dont know him// ,5, // i dont know him// ,5
2162, DOES NOT KNOW HOW TO ANSWER ,5, //DOES NOT KNOW WHO HE IS// ,1, //DOES NOT KNOW HIM// ,5, //DOES NOT KNOW VERY MANY POLITICAL PERSON// SHE IS TOO OLD AND ARE HISPANICS WITH NOT VERY MUCH SCHOOLING ,5
2163, //I DONT KNOW HAS HEARD HER NAME BUT I DONT KNOW WHAT POSITION SHE HAS/ ,1, //I HAVE HEARD HIM BUT I DONT KNOW WHAT POSITION HE HAS// ,1, / ,1, //I DONT KNOW HIM // ,5
2164, //does not know who she is i dont know her or any names of political englishnames i dont read english// ,1, //i have heard a little but i dont know// ,5, //i dont know him // ,5, //  i dont know him// ,5
2165, //I DONT KNOW// ,1, // ID ONT KNOW// ,5, //I DONT KNOW HIM// ,5, //I DONT KNOW HIM// ,5
2166, //i dont know// ,1, //he is senate// ,5, //n ever heard about him// ,5, // never heard about him// ,5
2167, //i dont know her// ,5, //i dont know him// ,5, //i dont know him// ,5, // i dont know him// ,5
2168, //i dont know her// ,1, //i dont know him// ,1, //i dont know him// ,5, //i dont know him// ,5
2169, speaker of the house ,1, vice pres. ,5, senator ,5, politician ,1
2170, senator/congressoinal// spesker of the house//one ,1, vice pres.  ,5, politician ,1, politician ,5
2171, paperwork in the whitehouse ,1, politician ,1, politician ,1, t.v. game show host ,1
2172, politician ,1, senator ,1, legislator ,1, senator ,1
2173, office of education ,1, vice pres. of the us ,5, sect of the treasury ,1, senator ,1
2174, speaker of the house ,5, vice prs. ,5, politicin ,1, politician ,1
2175, speaker of the house ,5, vice pres. ,1, prime miniser of great brittian ,5, attorney general ,5
2176, house of rep. ,1, vice pres. ,5, senator ,1, state rep. ,5
2177, sect of state ,5, the vice pres. ,5, dog walker ,1, office of the white house ,1
2178, legislatur// none ,1, senator ,1, city council ,5, public speaker ,5
2179, speaker of the house// ,5, vice pres.  ,1, atorney general ,1, sepreme court justice ,5
2180, speaker of the house ,5, vice pres. ,5, prime minister ,5, cheif staff ,1
2181, senator ,5, vice pres.  ,5, suprme court judge ,1, state rep. ,5
2182, senator// ,5, vice pres.  ,5, on the cabint// ,5, congress ,5
2183, speaker of the house// ,5, vice pres. ,5, head of the foreign relations// ,1, head of forieng relations//  ,1
2184, speaker of the house ,5, vice president ,5, dk//what's my choices// ,1, supreme court justice ,5
2185,,-2,,-2,,-2,,-2
2186, dk//name is not familiar// ,1, dk//no idea// ,1, dk//no wild guess// ,1, dk//no guess// ,1
2187,,-2,,-2,,-2,,-2
2188, I don't know//name is familiar though// ,1, vice pres. ,5," governor or mayor, don't remember ",5, dk//no wild guesses// ,1
2189, dk//i've heard of her name; not sure// ,1, vice president ,5, who is gordon  brown//prime minister// ,1, who is john roberts//does he have something to do with military// ,1
2190, dk//no idea; does not sound familiar// ,1, dk//shot somebody// ,1, dk//no idea// ,1, dk//no best guess// ,1
2191, dk//i don't know// ,1, dk//no idea// ,1," name sounds familiar, but can;t place him//no idea ",1, don't know him//no guesses// ,1
2192, dk//no - do not know her// ,1," dk//i've heard of him, but that's about it.// ",1, dk//no guess// ,1, dk//not familiar// ,1
2193, dk//I haven't really heard that name// ,1, dk//governor or pres ,1, I don't remember him; did he run with o bama ,5, dk//I don't know his position// ,1
2194, dk //no idea// ,1, dk//don't know much about politics;// ,1, dk//no idea// ,1, dk//i couldn't tell you// ,1
2195, dk//no best guess// ,1, dk//no idea// ,1, dk//don't know these people// ,1, dk//president of something//who is he?// ,1
2196, I don't remember//don't know// ,1, vice president ,5, I don't know enough about him//no idea// ,1, i don't know//no best guess// ,1
2197, speaker of the house ,5, vp ,5, dk//prime minister// ,1, supreme court chief justice ,5
2198, speaker of the house ,5, vice pres. ,5, national affairs ,1, forrieng affairs ,1
2199, sect of agriculture// none ,1, vice pres ,5, senator ,1, congress man ,5
2200, speaker of the house ,1, sect. of defense  ,1, prime minister// ,1, sect.of homeland security ,1
2201, super woman ,1, causes trouble// ,1, flies to the moon and back// ,1, allien ,1
2202, speaker of the house and a congressional rep from calif. ,1, vice pres of the us ,1, prime minister of great brittian ,1, cn reporter ,1
2203, speaker of the house// ,5, vice pres ,5, senator ,5, senator ,5
2204, spaeker of the house ,5, vice pres. ,5, prime minister of the u.k. ,5, supreme court justice ,5
2205, house of represenative//speaker of the house// none ,1, vice pres.  ,5, state brep. ,5, senator ,5
2206, leader of the senate ,5, vice pres. of the u.s. ,5, political analist ,1, legislater ,1
2207, speaker of the house of reps. ,5, vice pres. of the u.s. ,5, sec. of state ,1, supreme court guy ,1
2208, speaker of the house ,1, vice pres.  ,1, preacher1 ,1, legislater ,1
2209, speaker of the house ,5, vice pres.  ,5, preacher ,1, congress ,1
2210,,-2,,-2,,-2,,-2
2211, homemaker ,1, vice pres ,5, politician ,1, superman ,1
2212, the senator//none ,1, vice pres//none ,5, senator ,5, congress man ,5
2213, spaeaker of the house ,5, vice pres.  ,5, prime minister of great brittian ,5, chief supreme court judge ,5
2214, spkr of the hse ,5, vp ,5, fema dir ??? no um // no idea ,1, supreme crt justice ,5
2215, //senator? ,1,"  congress isnt he?... oh, he's vp, the only reason i rem is bec he shot someone while hunting ",5, st senator?? d recog name ,5, never heard of him // hse of rep??? i have no idea ,1
2216, in house of rep she's speaker of house ,5, vp ,5, dk him /// no guess ,1, dk // no guess ,1
2217, speaker of the house ,5, vp ,5, name is familiar but cant place him // no guess ,1, supreme court chief justice ,5
2218,,-2,,-2,,-2,,-2
2219, dk // in congress ,1, vp ,5, dk // no guess ,1, no // no guess ,1
2220," no i dk rt now, rem hearing her name & talking re her but cant rem now // no cant thnk of it rt now, i rem i hred it on the news, but cant thnk of it ",1," no, i d rem that either //  no, dont rem, i didnt like him anyway & dont pay much attn to him ",1, no // no guess ,1, no // no guess ,1
2221," supreme crt judge, is that wh she is? i dk // ",1, vp ,5, // dk who he is -- a senator???? ,1, never hrd of him  either // hse of reps??? dk ,1
2222," // not guess, DK ",1, hear his name a lot but DK wh he does // no guess ,1," no // no guess, dont even K name ",1," dk // no guess, she D rem what peo do, dosent pay attn ",1
2223,,-2,,-2,,-2,,-2
2224, no clue // no guess ,1, vp ,5, dk // dk ,1, dk // no guess ,1
2225, spkr of the house ,5, vp ,5," no, hrd name, is he a black guy, dont have a clue // d want to embarassass myself ",1, no clue // no guess ,1
2226, //a judge?? ,1," vp?? cant think, d rem rt now, vp???? ",5, i dont k // he dosent sound familiar at all ,1, dk // sen?? i dk who he is ,1
2227, no idea /// no gues ,1," dk // no guess, know but dk job ",1, no idea // no  ,1, dk // no ,1
2228," not sure, think sec, no speaker of the house ",5, vp ,5, that one i dont know // something in senate????/ ,1," i really dont know /// ahhhhh, congress??? i have no idea ",1
2229, dk cant tinhk of now // secy of something ,1, dk // dk ,1, couldnt tell you // no guess ,1, dk // no guess ,1
2230," head of something in congress, cant rem what it is ",5," vp, he's a jerk, dont give him a gun ",5, dk // foreign affairs?? I dont think so .. or some kind of deal w another country?? ,1, dk // couldnt begin to tell you ,1
2231, speaker of the house ,5, vp ,5, //dont k who he is ,1, //dk no guess ,1
2232," ones gov of al but dk her name, think its sarah // no guess ",1, vp ,5, dk // atty genl ??? I DK ,1," dk // no guess, heard but dk her maiden name is roberts ",1
2233,,-2,,-2,,-2,,-2
2234," dk // no idea, dk name at all ",1, vp ,5," dk // no gues, dk him ",1, dk // no guess ,1
2235, speaker ,5, vp ,5," rem his name, d rem what he is // a senator?? ",1," dk // roberts? no, i dk ",1
2236, // i k her name i dk what she does ,1, vp & shooting peo in the face ,1, // no idea ,1," // no guess, dk ",1
2237, //i dont know now// ,1, //he is vice president// ,5, //i dont know him.// ,5, // i dont know him// ,5
2238, dont know senate ,1, dont know i have no idea ,1, dont know ,5, dont know ,5
2239, i dont know ,1, one of the 25 people that go there i dont know ,1, dont know ,1, he is a i dont know ,1
2240, SPEAKER OF THE HOUSE ,5, VICE PRESIDENT ,5, DO NOT KNOW//TREASURER ,1, SENATOR?//DON'T KNOW ,5
2241, dk//dk ,1, vice president ,5, dk//dk ,1, dk//dk ,1
2242," dk her // no idea, is she secy of something ???? ",1, dk // really dk ,1, dk he sounds familiar but dk what he is // dk ,1, no dk //  no idea ,1
2243, // no guesss dk ,1, vp ,5, // no guess dk ,1, // no guess dk ,1
2244, secy of state ,5, vp ,5, dk // maybe admin of foreign affairs ,1," dk // dk what, no idea ",1
2245, shes a republican i thought//no//mightd be in dthe house of rep. ,1, senate but i dont know what he is now//he might retire//no ,1, i dont know that one//no ,1, i dont know//no ,1
2246, government of alaska ,5, i have no clue//i dont know//n0 ,1, have no cllue//house of representatives?//n0 ,1," name rings a bell but i have no clue, sounds like a reverand ",1
2247, //no guess//no ,1, //no guess//no ,1, //no guess//no ,1, //no guess//no ,1
2248, speaker of the house ,5, vice president ,5, //dont know what he does//no ,1, //no guess//no ,1
2249, //havent kept up with her//no//no ,1, // i really dont know//no ,1, //no guess//dont keep up with//n0 ,1, //no guess//n0 ,1
2250, speaker of the house ,5, vice  president ,5, //no guess// doesnt sound familiar//no ,1, //dont know//no ,5
2251, speaker of the house ,5, vice president ,5, //no guess//no ,1, dont know//nonever heard of the two//no ,1
2252, i dont know//n0 ,1, i dont know//no ,1, i dont know//no ,1, i dont know//no ,1
2253, speaker of the house ,5, vice kpresident ,5, //cant guess//no ,1, i dont know whast his position is ,5
2254, //i have no idea my brain just quit//no ,1, vice president ,5, //no i dont know//no ,1, ive heard his name but i dont know//n0 ,1
2255, idont know//no//no ,1, idont have any idea//no//no ,1, i dont know//no//no ,1, dont know that either//no//no ,1
2256, speaker of the house ,5, vice president ,5, //idnot know//no ,1, supreme court judge ,5
2257, //im not sure//no ,1, vice president ,5, //im not sure//no ,1, //im not sure no guesss//n0 ,1
2258, //no idea//no ,5, //cant come up with it//no ,5, //no guess//no ,5, //dont knwo no guess//no ,5
2259, don't know her//none ,1, she know the name but does not know what he does. '' don't may much attention to all that stuff''//none ,1, don't know this person//none ,1, don't know him.//no ,1
2260, speaker of the house of repersentives. ,5, vice president of u.s. ,5, don't know//none ,1, don't know//no ,1
2261, speaker of the house of reps. ,1, vice president ,5, don't know. ,1, in the surpreme court but does not know position. ,1
2262, speaker of the house of repersentatives. ,5, the vice president ,5, don't know him. ,1, surpreme court justice. ,1
2263, don't know her//no ,1, has seen him on tv but does not know what office he holds//no ,1, don't know him//no ,1," don't know him,//none ",1
2264, don't know//does not who she is// ,1, vice present currently now ,5, press secretary to president now. ,5, don't know//maybe foriegn affairs//none ,1
2265, spkr of the hse ,5, vp ,5, i have no idea // i have no idea ,1," head of supreme court, the chief justice ",5
2266," don't know, r does not know who she is// ",1, r does not know him// he has heard of him// ,1, r has never heard of him// ,1, r said has never heard of him//no ,1
2267, dont't know her. ,1, vice president. ,5, don't know him. ,1, don't know him. ,5
2268, she is speaker of the house. ,5, vice president. ,5, don't know him//not a clue. ,1, don't know him//never heeard of him before.// ,1
